,cat,file,text_sentence_count,text_word_count,summary_sentence_count,summary_word_count,model,rouge_1_p,rouge_1_r,rouge_2_p,rouge_2_r,rouge_L_p,rouge_L_r
355,tech,../dataset/NewsArticles/tech/133.txt,29,568,13,264,cbow,0.8435374149659864,0.8857142857142857,0.7777777777777778,0.8425925925925926,0.8367346938775511,0.8785714285714286
356,tech,../dataset/NewsArticles/tech/319.txt,32,828,13,353,cbow,0.8279569892473119,0.8603351955307262,0.7625,0.7973856209150327,0.8225806451612904,0.8547486033519553
357,tech,../dataset/NewsArticles/tech/325.txt,32,668,14,333,cbow,0.7032967032967034,0.7710843373493976,0.6213592233009708,0.7272727272727273,0.6978021978021978,0.7650602409638554
358,tech,../dataset/NewsArticles/tech/331.txt,12,269,6,135,cbow,0.8705882352941177,0.9866666666666667,0.8130081300813008,0.9803921568627451,0.8705882352941177,0.9866666666666667
359,tech,../dataset/NewsArticles/tech/330.txt,13,287,7,153,cbow,0.6021505376344086,0.6588235294117647,0.5174825174825175,0.5967741935483871,0.6021505376344086,0.6588235294117647
360,tech,../dataset/NewsArticles/tech/324.txt,14,334,9,265,cbow,0.5813953488372093,0.8620689655172413,0.5079365079365079,0.8311688311688312,0.5813953488372093,0.8620689655172413
361,tech,../dataset/NewsArticles/tech/318.txt,20,435,9,210,cbow,0.744,0.8378378378378378,0.6288659793814433,0.7530864197530864,0.744,0.8378378378378378
362,tech,../dataset/NewsArticles/tech/132.txt,17,287,8,185,cbow,0.7796610169491526,0.9292929292929293,0.6941176470588235,0.8740740740740741,0.7796610169491526,0.9292929292929293
363,tech,../dataset/NewsArticles/tech/126.txt,17,335,9,182,cbow,0.6982758620689655,0.8901098901098901,0.6265060240963856,0.8387096774193549,0.6896551724137931,0.8791208791208791
364,tech,../dataset/NewsArticles/tech/046.txt,18,342,9,160,cbow,0.6952380952380952,0.8111111111111111,0.6241610738255033,0.7380952380952381,0.6857142857142857,0.8
365,tech,../dataset/NewsArticles/tech/052.txt,22,437,10,209,cbow,0.8449612403100775,0.9159663865546218,0.7777777777777778,0.8698224852071006,0.8449612403100775,0.9159663865546218
366,tech,../dataset/NewsArticles/tech/085.txt,20,408,9,207,cbow,0.7622950819672131,0.8942307692307693,0.6544502617801047,0.8333333333333334,0.7622950819672131,0.8942307692307693
367,tech,../dataset/NewsArticles/tech/091.txt,17,368,8,162,cbow,0.8301886792452831,0.8627450980392157,0.7297297297297297,0.8059701492537313,0.8301886792452831,0.8627450980392157
368,tech,../dataset/NewsArticles/tech/244.txt,31,525,13,172,cbow,0.6728971962616822,0.7058823529411765,0.5918367346938775,0.6444444444444445,0.6635514018691588,0.696078431372549
369,tech,../dataset/NewsArticles/tech/250.txt,18,346,9,176,cbow,0.8362068965517241,0.8660714285714286,0.7692307692307693,0.7738095238095238,0.8275862068965517,0.8571428571428571
370,tech,../dataset/NewsArticles/tech/278.txt,24,460,11,226,cbow,0.6901408450704225,0.7424242424242424,0.6066350710900474,0.6844919786096256,0.6901408450704225,0.7424242424242424
371,tech,../dataset/NewsArticles/tech/287.txt,17,332,10,220,cbow,0.7638888888888888,0.990990990990991,0.7219512195121951,0.9673202614379085,0.7638888888888888,0.990990990990991
372,tech,../dataset/NewsArticles/tech/293.txt,35,687,16,389,cbow,0.722488038277512,0.867816091954023,0.6221590909090909,0.7821428571428571,0.7177033492822966,0.8620689655172413
373,tech,../dataset/NewsArticles/tech/285.txt,30,739,13,356,cbow,0.6551724137931034,0.726775956284153,0.608433734939759,0.6579804560260586,0.6502463054187192,0.7213114754098361
374,tech,../dataset/NewsArticles/tech/291.txt,29,700,13,332,cbow,0.7121212121212122,0.7747252747252747,0.656957928802589,0.725,0.7121212121212122,0.7747252747252747
375,tech,../dataset/NewsArticles/tech/246.txt,18,410,11,266,cbow,0.6114285714285714,0.8106060606060606,0.5238095238095238,0.7292817679558011,0.6114285714285714,0.8106060606060606
376,tech,../dataset/NewsArticles/tech/252.txt,13,300,8,190,cbow,0.6756756756756757,0.9259259259259259,0.6441717791411042,0.9051724137931034,0.6756756756756757,0.9259259259259259
377,tech,../dataset/NewsArticles/tech/087.txt,28,650,13,308,cbow,0.8272251308900523,0.9132947976878613,0.7681660899653979,0.844106463878327,0.8272251308900523,0.9132947976878613
378,tech,../dataset/NewsArticles/tech/093.txt,34,788,15,364,cbow,0.7537688442211056,0.8064516129032258,0.6730158730158731,0.7162162162162162,0.7537688442211056,0.8064516129032258
379,tech,../dataset/NewsArticles/tech/078.txt,17,334,8,162,cbow,0.8018867924528302,0.8415841584158416,0.72,0.7883211678832117,0.8018867924528302,0.8415841584158416
380,tech,../dataset/NewsArticles/tech/044.txt,14,334,9,265,cbow,0.5813953488372093,0.8620689655172413,0.5079365079365079,0.8311688311688312,0.5813953488372093,0.8620689655172413
381,tech,../dataset/NewsArticles/tech/050.txt,18,445,9,233,cbow,0.9044117647058824,0.9919354838709677,0.8294930875576036,0.9625668449197861,0.9044117647058824,0.9919354838709677
382,tech,../dataset/NewsArticles/tech/118.txt,18,341,11,239,cbow,0.6423357664233577,0.9263157894736842,0.584070796460177,0.8741721854304636,0.6423357664233577,0.9263157894736842
383,tech,../dataset/NewsArticles/tech/130.txt,21,454,10,227,cbow,0.8285714285714286,0.943089430894309,0.7560975609756098,0.8806818181818182,0.8285714285714286,0.943089430894309
384,tech,../dataset/NewsArticles/tech/124.txt,19,374,9,182,cbow,0.7410714285714286,0.8383838383838383,0.6708074534161491,0.7605633802816901,0.7321428571428571,0.8282828282828283
385,tech,../dataset/NewsArticles/tech/332.txt,26,560,12,267,cbow,0.8831168831168831,0.918918918918919,0.8032128514056225,0.8658008658008658,0.8831168831168831,0.918918918918919
386,tech,../dataset/NewsArticles/tech/326.txt,13,314,10,215,cbow,0.6946564885496184,0.9891304347826086,0.645,0.9485294117647058,0.6946564885496184,0.9891304347826086
387,tech,../dataset/NewsArticles/tech/327.txt,17,327,8,157,cbow,0.6826923076923077,0.8068181818181818,0.6013986013986014,0.7413793103448276,0.6826923076923077,0.8068181818181818
388,tech,../dataset/NewsArticles/tech/333.txt,11,270,6,148,cbow,0.6847826086956522,0.7325581395348837,0.5460992907801419,0.652542372881356,0.6739130434782609,0.7209302325581395
389,tech,../dataset/NewsArticles/tech/125.txt,27,673,12,319,cbow,0.6954314720812182,0.7696629213483146,0.6203389830508474,0.7176470588235294,0.6903553299492385,0.7640449438202247
390,tech,../dataset/NewsArticles/tech/131.txt,14,395,7,214,cbow,0.7801418439716312,0.88,0.7178217821782178,0.8333333333333334,0.7801418439716312,0.88
391,tech,../dataset/NewsArticles/tech/119.txt,19,389,9,202,cbow,0.6,0.7931034482758621,0.5333333333333333,0.7619047619047619,0.6,0.7931034482758621
392,tech,../dataset/NewsArticles/tech/051.txt,16,394,8,216,cbow,0.7894736842105263,0.9292035398230089,0.722488038277512,0.8988095238095238,0.7894736842105263,0.9292035398230089
393,tech,../dataset/NewsArticles/tech/045.txt,14,265,7,161,cbow,0.5897435897435898,0.8313253012048193,0.4965986394557823,0.6952380952380952,0.5726495726495726,0.8072289156626506
394,tech,../dataset/NewsArticles/tech/079.txt,18,441,9,274,cbow,0.5086705202312138,0.7787610619469026,0.4453125,0.6477272727272727,0.5086705202312138,0.7787610619469026
395,tech,../dataset/NewsArticles/tech/092.txt,16,431,8,199,cbow,0.743801652892562,0.7142857142857143,0.6206896551724138,0.5966850828729282,0.7355371900826446,0.7063492063492064
396,tech,../dataset/NewsArticles/tech/086.txt,20,466,9,240,cbow,0.7124183006535948,0.8650793650793651,0.618421052631579,0.7747252747252747,0.6993464052287581,0.8492063492063492
397,tech,../dataset/NewsArticles/tech/253.txt,13,394,7,271,cbow,0.6524390243902439,0.7925925925925926,0.5925925925925926,0.7346938775510204,0.6463414634146342,0.7851851851851852
398,tech,../dataset/NewsArticles/tech/247.txt,14,303,7,122,cbow,0.7222222222222222,0.7761194029850746,0.6666666666666666,0.7326732673267327,0.7222222222222222,0.7761194029850746
399,tech,../dataset/NewsArticles/tech/290.txt,15,341,7,180,cbow,0.5981308411214953,0.6956521739130435,0.5157232704402516,0.6165413533834586,0.5887850467289719,0.6847826086956522
400,tech,../dataset/NewsArticles/tech/284.txt,8,164,8,164,cbow,0.4722222222222222,0.9807692307692307,0.4166666666666667,0.9558823529411765,0.4722222222222222,0.9807692307692307
