,cat,file,text_sentence_count,text_word_count,summary_sentence_count,summary_word_count,model,rouge_1_p,rouge_1_r,rouge_2_p,rouge_2_r,rouge_L_p,rouge_L_r
264,sport,../dataset/NewsArticles/sport/009.txt,22,415,17,351,cbow,0.4835680751173709,0.8879310344827587,0.47151898734177217,0.861271676300578,0.4835680751173709,0.8879310344827587
265,sport,../dataset/NewsArticles/sport/182.txt,27,524,12,248,cbow,0.8851351351351351,0.9290780141843972,0.8177777777777778,0.8932038834951457,0.8851351351351351,0.9290780141843972
266,sport,../dataset/NewsArticles/sport/196.txt,16,299,8,164,cbow,0.8,0.8571428571428571,0.7142857142857143,0.7664233576642335,0.7904761904761904,0.8469387755102041
267,sport,../dataset/NewsArticles/sport/141.txt,10,161,5,114,cbow,0.7692307692307693,0.9836065573770492,0.7333333333333333,0.9625,0.7692307692307693,0.9836065573770492
268,sport,../dataset/NewsArticles/sport/155.txt,17,320,8,171,cbow,0.8918918918918919,0.9801980198019802,0.8,0.9552238805970149,0.8918918918918919,0.9801980198019802
269,sport,../dataset/NewsArticles/sport/169.txt,11,258,6,166,cbow,0.5431034482758621,0.7241379310344828,0.4489795918367347,0.616822429906542,0.5086206896551724,0.6781609195402298
270,sport,../dataset/NewsArticles/sport/380.txt,19,419,9,196,cbow,0.7363636363636363,0.7168141592920354,0.6646706586826348,0.6491228070175439,0.7363636363636363,0.7168141592920354
271,sport,../dataset/NewsArticles/sport/394.txt,9,196,5,118,cbow,0.7093023255813954,0.8714285714285714,0.6330275229357798,0.7840909090909091,0.7093023255813954,0.8714285714285714
272,sport,../dataset/NewsArticles/sport/343.txt,12,258,6,151,cbow,0.48148148148148145,0.7222222222222222,0.3971631205673759,0.6292134831460674,0.48148148148148145,0.7222222222222222
273,sport,../dataset/NewsArticles/sport/425.txt,17,357,8,196,cbow,0.49193548387096775,0.6559139784946236,0.3770491803278688,0.5267175572519084,0.49193548387096775,0.6559139784946236
274,sport,../dataset/NewsArticles/sport/431.txt,13,285,7,155,cbow,0.8541666666666666,0.7961165048543689,0.7816901408450704,0.75,0.84375,0.7864077669902912
275,sport,../dataset/NewsArticles/sport/357.txt,10,252,5,145,cbow,0.6701030927835051,0.9027777777777778,0.6176470588235294,0.865979381443299,0.6701030927835051,0.9027777777777778
276,sport,../dataset/NewsArticles/sport/419.txt,10,236,5,133,cbow,0.6736842105263158,0.8421052631578947,0.6016260162601627,0.7708333333333334,0.6736842105263158,0.8421052631578947
277,sport,../dataset/NewsArticles/sport/418.txt,10,192,5,109,cbow,0.7108433734939759,0.7972972972972973,0.5979381443298969,0.6904761904761905,0.7108433734939759,0.7972972972972973
278,sport,../dataset/NewsArticles/sport/430.txt,17,287,8,176,cbow,0.4959349593495935,0.6777777777777778,0.4025974025974026,0.5636363636363636,0.4959349593495935,0.6777777777777778
279,sport,../dataset/NewsArticles/sport/356.txt,7,163,4,98,cbow,0.8055555555555556,0.9830508474576272,0.7126436781609196,0.9538461538461539,0.8055555555555556,0.9830508474576272
